customer_id,last_transaction,transactions,unique_products,revenue,total_days,days_inactive,frequency,aov,country,total_products,churn,rev_seg,freq_seg,trans_seg
13897.0,2011-10-20 14:30:00,3,58,1160.72,627,,209,386.90666666666664,United Kingdom,820,0,high,frequent,Occasional
13898.0,2011-01-18 10:28:00,2,43,686.4,85,203.0,42,343.2,United Kingdom,544,1,medium,regular,Rare
13899.0,2011-11-23 13:40:00,2,19,388.52,258,,129,194.26,United Kingdom,156,0,medium,frequent,Rare
13900.0,2011-06-09 19:26:00,7,80,1608.09,441,60.0,63,229.72714285714284,United Kingdom,936,1,high,frequent,Regular
13901.0,2011-09-28 14:48:00,20,280,5599.34,631,,31,279.967,United Kingdom,3326,0,premium,regular,Frequent
13902.0,2010-03-17 13:09:00,8,60,26626.8,98,509.0,12,1552.9375,Denmark,218090,1,premium,regular,Regular
13903.0,2010-11-04 17:44:00,1,10,165.45,0,277.0,0,165.45,United Kingdom,103,1,low,None,Rare
13904.0,2011-11-02 13:41:00,2,24,332.64,257,,128,166.32,United Kingdom,332,0,medium,frequent,Rare
13905.0,2010-05-17 17:04:00,3,12,244.45,161,448.0,53,81.48333333333333,United Kingdom,124,1,low,frequent,Occasional
13906.0,2010-10-26 15:00:00,1,1,42.0,0,286.0,0,42.0,United Kingdom,100,1,low,None,Rare
13907.0,2010-01-17 12:22:00,1,4,136.8,0,569.0,0,136.8,United Kingdom,68,1,low,None,Rare
13908.0,2011-09-21 11:49:00,5,104,2347.05,196,,39,469.41,United Kingdom,1470,0,premium,regular,Regular
13909.0,2010-10-12 17:22:00,2,35,286.6,98,300.0,49,143.3,United Kingdom,302,1,low,regular,Rare
13910.0,2010-09-22 16:19:00,1,1,-28.85,0,320.0,0,-21.703333333333333,United Kingdom,-1,1,low,None,Rare
13911.0,2011-10-13 15:43:00,22,178,4200.04,590,,26,190.9109090909091,United Kingdom,4476,0,premium,regular,Frequent
13912.0,2010-10-12 08:43:00,1,7,124.95,0,301.0,0,124.95,United Kingdom,29,1,low,None,Rare
13913.0,2010-07-21 10:11:00,1,3,42.22,0,384.0,0,42.22,United Kingdom,10,1,low,None,Rare
13914.0,2011-12-06 10:54:00,3,28,613.95,32,,10,204.65,United Kingdom,379,0,medium,None,Occasional
13915.0,2010-11-10 15:17:00,2,4,31.2,337,271.0,168,15.6,United Kingdom,16,1,low,frequent,Rare
13916.0,2010-09-02 10:04:00,5,73,1260.51,274,341.0,54,252.102,United Kingdom,667,1,high,frequent,Regular
13917.0,2011-10-21 09:56:00,2,16,272.04,141,,70,136.02,United Kingdom,228,0,low,frequent,Rare
13918.0,2011-10-21 12:25:00,2,30,1212.84,203,,101,606.42,United Kingdom,1140,0,high,frequent,Rare
13919.0,2011-10-17 15:24:00,5,65,1326.03,487,,97,265.206,Denmark,1096,0,high,frequent,Regular
13920.0,2010-10-04 12:37:00,5,81,1734.88,130,309.0,26,346.976,United Kingdom,1768,1,high,regular,Regular
13921.0,2010-11-05 15:04:00,5,36,720.75,322,276.0,64,144.15,United Kingdom,209,1,medium,frequent,Regular
13922.0,2010-12-23 10:38:00,5,31,824.7,115,229.0,23,164.94,United Kingdom,453,1,medium,regular,Regular
13923.0,2011-10-17 12:33:00,1,20,351.13,0,,0,351.13,United Kingdom,185,0,medium,None,Rare
13924.0,2011-12-08 09:39:00,11,91,1682.08,70,,6,152.91636363636363,United Kingdom,1532,0,high,None,Frequent
13925.0,2011-11-03 13:00:00,6,28,616.65,98,,16,102.775,United Kingdom,327,0,medium,regular,Regular
13926.0,2011-11-16 13:16:00,1,11,223.85,0,,0,223.85,United Kingdom,104,0,low,None,Rare
13927.0,2011-09-26 12:00:00,3,37,689.96,362,,120,229.98666666666665,United Kingdom,457,0,medium,frequent,Occasional
13928.0,2011-11-29 10:33:00,4,23,464.57,122,,30,116.1425,United Kingdom,129,0,medium,regular,Occasional
13929.0,2011-06-23 15:26:00,14,38,3318.1,525,46.0,37,237.00714285714284,United Kingdom,1550,1,premium,regular,Frequent
13930.0,2011-10-13 09:45:00,2,15,337.34,78,,39,168.67,United Kingdom,274,0,medium,regular,Rare
13931.0,2011-09-15 10:03:00,12,205,5250.78,650,,54,437.565,United Kingdom,3484,0,premium,frequent,Frequent
13932.0,2011-02-18 12:02:00,1,16,307.4,0,172.0,0,307.4,United Kingdom,72,1,low,None,Rare
13933.0,2011-08-22 14:03:00,2,23,608.79,39,,19,304.395,United Kingdom,205,0,medium,regular,Rare
13934.0,2011-03-21 08:39:00,1,31,922.1,0,141.0,0,922.1,United Kingdom,390,1,high,None,Rare
13935.0,2010-04-22 11:21:00,3,67,6116.92,55,474.0,18,1552.9375,United Kingdom,2252,1,premium,regular,Occasional
13936.0,2011-06-21 17:44:00,4,56,924.36,243,48.0,60,231.09,United Kingdom,655,1,high,frequent,Occasional
13937.0,2011-06-23 16:35:00,3,54,867.38,233,46.0,77,289.12666666666667,United Kingdom,586,1,high,frequent,Occasional
13938.0,2011-11-04 14:37:00,1,7,71.66,0,,0,71.66,United Kingdom,70,0,low,None,Rare
13939.0,2011-11-16 13:33:00,10,91,1533.66,589,,58,153.366,United Kingdom,1600,0,high,frequent,Frequent
13940.0,2011-11-22 15:15:00,4,39,839.14,126,,31,209.785,United Kingdom,516,0,medium,regular,Occasional
13941.0,2011-11-18 09:43:00,17,42,10846.15,701,,41,638.0088235294118,United Kingdom,5333,0,premium,regular,Frequent
13942.0,2010-06-23 12:35:00,1,1,320.0,0,412.0,0,320.0,United Kingdom,1000,1,low,None,Rare
13943.0,2010-05-11 11:30:00,1,15,246.54,0,455.0,0,246.54,United Kingdom,94,1,low,None,Rare
13944.0,2010-02-24 15:02:00,1,35,200.43,0,530.0,0,200.43,United Kingdom,153,1,low,None,Rare
13945.0,2010-11-10 10:00:00,2,49,854.15,85,272.0,42,427.075,United Kingdom,413,1,high,regular,Rare
13946.0,2011-09-21 13:33:00,7,49,1745.43,656,,93,249.34714285714284,United Kingdom,2823,0,high,frequent,Regular
13947.0,2011-10-05 14:42:00,1,5,90.6,0,,0,90.6,United Kingdom,44,0,low,None,Rare
13948.0,2010-12-14 10:18:00,5,23,536.86,374,238.0,74,107.372,United Kingdom,246,1,medium,frequent,Regular
13949.0,2011-12-07 09:35:00,6,124,2427.32,91,,15,404.5533333333333,United Kingdom,2474,0,premium,regular,Regular
13950.0,2011-11-28 14:44:00,5,33,728.56,235,,47,145.712,United Kingdom,321,0,medium,regular,Regular
13951.0,2011-06-16 16:43:00,3,38,674.45,118,53.0,39,224.81666666666663,United Kingdom,459,1,medium,regular,Occasional
13952.0,2011-05-12 19:27:00,17,238,12790.89,512,88.0,30,752.405294117647,United Kingdom,5938,1,premium,regular,Frequent
13953.0,2011-12-02 16:04:00,12,8,6640.68,721,,60,553.39,United Kingdom,5224,0,premium,frequent,Frequent
13954.0,2011-12-08 12:50:00,3,24,378.59,69,-121.0,23,126.19666666666666,United Kingdom,141,0,medium,regular,Occasional
13955.0,2011-07-08 17:19:00,3,82,545.17,220,31.0,73,181.72333333333333,United Kingdom,274,1,medium,frequent,Occasional
13956.0,2011-12-04 13:20:00,5,123,1026.42,266,,53,205.284,United Kingdom,491,0,high,frequent,Regular
13957.0,2010-10-18 10:02:00,3,21,458.25,240,295.0,80,152.75,United Kingdom,157,1,medium,frequent,Occasional
13958.0,2010-12-02 17:03:00,12,177,4402.33,362,249.0,30,366.8608333333333,United Kingdom,2192,1,premium,regular,Frequent
13959.0,2011-09-21 15:06:00,6,120,1076.18,431,,71,179.36333333333332,United Kingdom,700,0,high,frequent,Regular
13960.0,2011-11-18 15:27:00,2,11,230.22,50,,25,115.11,United Kingdom,142,0,low,regular,Rare
13961.0,2010-11-19 15:13:00,2,19,498.7,7,262.0,3,249.35,United Kingdom,222,1,medium,None,Rare
13962.0,2011-11-18 08:47:00,3,23,362.8,413,,137,120.93333333333332,United Kingdom,160,0,medium,frequent,Occasional
13963.0,2011-02-04 14:43:00,18,129,2899.62,288,185.0,16,161.09,United Kingdom,2054,1,premium,regular,Frequent
13964.0,2010-11-17 13:53:00,3,22,421.9,43,264.0,14,140.63333333333333,United Kingdom,226,1,medium,regular,Occasional
13965.0,2010-09-10 16:46:00,5,23,777.66,248,332.0,49,155.532,United Kingdom,402,1,medium,regular,Regular
13966.0,2010-09-30 13:08:00,1,21,390.86,0,312.0,0,390.86,United Kingdom,772,1,medium,None,Rare
13967.0,2011-07-17 12:02:00,2,4,166.3,250,23.0,125,83.15,United Kingdom,66,1,low,frequent,Rare
13968.0,2010-10-12 13:22:00,1,8,123.66,0,300.0,0,123.66,United Kingdom,174,1,low,None,Rare
13969.0,2011-12-02 15:11:00,39,472,13212.77,617,,15,338.7889743589744,United Kingdom,6755,0,premium,regular,Frequent
13970.0,2010-11-18 13:21:00,2,10,846.55,51,263.0,25,423.275,United Kingdom,469,1,high,regular,Rare
13971.0,2011-12-01 08:27:00,18,184,4593.83,673,,37,255.21277777777777,United Kingdom,3052,0,premium,regular,Frequent
13972.0,2011-09-30 11:54:00,2,15,190.25,131,,65,95.125,United Kingdom,187,0,low,frequent,Rare
13973.0,2011-02-25 15:21:00,1,11,264.7,0,164.0,0,264.7,United Kingdom,109,1,low,None,Rare
13974.0,2011-10-21 14:41:00,4,43,663.52,532,,133,165.88,United Kingdom,354,0,medium,frequent,Occasional
13975.0,2011-11-08 13:19:00,14,434,5327.29,644,,46,380.52071428571435,United Kingdom,3926,0,premium,regular,Frequent
13976.0,2011-05-17 09:13:00,4,49,1192.36,461,84.0,115,298.09,United Kingdom,452,1,high,frequent,Occasional
13977.0,2010-10-24 14:08:00,1,13,519.81,0,288.0,0,519.81,United Kingdom,303,1,medium,None,Rare
13978.0,2011-11-25 11:36:00,2,14,196.79,30,,15,98.395,United Kingdom,315,0,low,regular,Rare
13979.0,2011-09-27 13:32:00,11,358,3326.83,663,,60,302.4390909090909,United Kingdom,2278,0,premium,frequent,Frequent
13980.0,2011-10-10 13:34:00,9,58,753.12,595,,66,83.68,United Kingdom,471,0,medium,frequent,Frequent
13981.0,2010-11-04 11:10:00,2,22,327.39,15,278.0,7,163.695,United Kingdom,233,1,medium,None,Rare
13982.0,2011-10-31 16:24:00,13,123,4418.79,649,,49,339.9069230769231,United Kingdom,2724,0,premium,regular,Frequent
13983.0,2011-11-10 11:06:00,30,240,6993.41,700,,23,233.11366666666663,United Kingdom,4043,0,premium,regular,Frequent
13984.0,2011-11-13 12:38:00,13,53,1616.12,706,,54,124.31692307692308,United Kingdom,1013,0,high,frequent,Frequent
13985.0,2011-12-05 17:06:00,24,149,9982.31,664,,27,415.92958333333326,United Kingdom,4929,0,premium,regular,Frequent
13986.0,2011-11-22 15:00:00,1,12,320.46,0,,0,320.46,United Kingdom,430,0,low,None,Rare
13987.0,2010-11-25 10:20:00,2,46,682.54,21,257.0,10,341.27,United Kingdom,492,1,medium,None,Rare
13988.0,2011-11-20 10:15:00,11,218,4708.64,605,,55,428.05818181818177,United Kingdom,3366,0,premium,frequent,Frequent
13989.0,2011-10-05 09:47:00,5,61,2026.06,497,,99,405.212,United Kingdom,2207,0,high,frequent,Regular
13990.0,2011-05-10 15:19:00,1,16,311.3,0,90.0,0,311.3,United Kingdom,190,1,low,None,Rare
13991.0,2011-11-27 16:18:00,7,58,850.63,131,,18,121.51857142857142,United Kingdom,996,0,high,regular,Regular
13992.0,2011-11-09 15:23:00,3,10,219.5,432,,144,73.16666666666666,United Kingdom,154,0,low,frequent,Occasional
13993.0,2011-11-07 13:00:00,24,110,6690.36,704,,29,278.765,United Kingdom,2120,0,premium,regular,Frequent
13994.0,2011-12-06 11:05:00,6,122,2313.14,144,,24,385.52333333333326,United Kingdom,940,0,premium,regular,Regular
13995.0,2011-11-24 14:22:00,18,146,3836.26,706,,39,213.12555555555556,United Kingdom,2324,0,premium,regular,Frequent
13996.0,2010-11-18 16:27:00,2,29,895.76,13,263.0,6,447.88,United Kingdom,613,1,high,None,Rare
13997.0,2010-07-08 18:06:00,3,36,382.31,31,396.0,10,127.43666666666665,United Kingdom,146,1,medium,None,Occasional
13998.0,2010-09-19 10:20:00,3,30,566.7,129,324.0,43,188.9,United Kingdom,204,1,medium,regular,Occasional
13999.0,2011-11-29 13:40:00,36,174,9438.01,724,,20,262.1669444444444,United Kingdom,5023,0,premium,regular,Frequent
14000.0,2011-05-17 13:44:00,8,28,1877.59,531,83.0,66,234.69875,United Kingdom,1811,1,high,frequent,Regular
14001.0,2011-10-25 10:31:00,10,61,4517.34,447,,44,451.734,United Kingdom,1870,0,premium,regular,Frequent
14002.0,2011-07-28 15:55:00,2,47,529.73,22,11.0,11,264.865,United Kingdom,877,1,medium,None,Rare
14003.0,2009-12-07 08:53:00,1,16,209.41,0,610.0,0,209.41,United Kingdom,149,1,low,None,Rare
14004.0,2011-10-27 14:40:00,11,127,6258.45,392,,35,568.95,United Kingdom,3425,0,premium,regular,Frequent
14005.0,2011-11-30 12:41:00,5,53,2874.72,206,,41,574.944,United Kingdom,2478,0,premium,regular,Regular
14006.0,2011-08-16 09:39:00,7,55,2196.67,536,,76,313.81,United Kingdom,2181,0,premium,frequent,Regular
14007.0,2010-07-15 09:06:00,1,5,79.48,0,390.0,0,79.48,United Kingdom,16,1,low,None,Rare
14008.0,2010-11-29 13:19:00,2,32,493.74,57,252.0,28,246.87,United Kingdom,320,1,medium,regular,Rare
14009.0,2011-05-25 15:47:00,4,71,1090.23,264,75.0,66,272.5575,United Kingdom,947,1,high,frequent,Occasional
14010.0,2010-05-23 13:00:00,3,20,288.1,0,442.0,0,96.03333333333332,United Kingdom,128,1,low,None,Occasional
14011.0,2010-08-16 15:31:00,3,32,451.92,127,357.0,42,150.64,United Kingdom,642,1,medium,regular,Occasional
14012.0,2011-03-07 12:26:00,1,11,328.8,0,155.0,0,328.8,United Kingdom,160,1,medium,None,Rare
14013.0,2011-08-21 15:01:00,6,59,1006.22,621,,103,167.70333333333332,United Kingdom,766,0,high,frequent,Regular
14014.0,2011-09-23 13:18:00,3,76,1948.21,499,,166,649.4033333333333,United Kingdom,2004,0,high,frequent,Occasional
14015.0,2011-10-18 10:02:00,1,20,917.34,0,,0,917.34,United Kingdom,378,0,high,None,Rare
14016.0,2011-07-08 14:27:00,13,354,11379.71,546,31.0,42,875.3623076923077,EIRE,5720,1,premium,regular,Frequent
14017.0,2010-05-17 14:52:00,1,14,229.75,0,448.0,0,229.75,United Kingdom,73,1,low,None,Rare
14018.0,2010-03-04 14:23:00,1,13,367.15,0,522.0,0,367.15,United Kingdom,224,1,medium,None,Rare
14019.0,2011-10-24 10:13:00,4,37,1398.96,91,,22,349.74,United Kingdom,1034,0,high,regular,Occasional
14020.0,2011-11-23 09:22:00,5,63,1213.26,512,,102,242.652,United Kingdom,641,0,high,frequent,Regular
14021.0,2011-07-07 15:46:00,7,84,1716.58,437,32.0,62,245.22571428571428,United Kingdom,878,1,high,frequent,Regular
14022.0,2011-04-28 14:39:00,2,45,792.15,261,102.0,130,396.075,United Kingdom,681,1,medium,frequent,Rare
14023.0,2011-12-02 13:58:00,2,30,584.07,242,,121,292.035,United Kingdom,345,0,medium,frequent,Rare
14024.0,2011-08-10 11:30:00,3,33,645.74,269,-1.0,89,215.24666666666664,United Kingdom,238,0,medium,frequent,Occasional
14025.0,2010-09-01 10:11:00,10,60,3969.1,119,342.0,11,396.91,United Kingdom,1904,1,premium,None,Frequent
14026.0,2010-08-26 10:31:00,2,43,713.11,154,348.0,77,356.555,United Kingdom,427,1,medium,frequent,Rare
14027.0,2011-10-10 09:01:00,1,6,104.82,0,,0,104.82,United Kingdom,62,0,low,None,Rare
14028.0,2010-07-29 12:24:00,5,4,3175.5,52,376.0,10,635.1,United Kingdom,4679,1,premium,None,Regular
14029.0,2011-10-07 14:46:00,2,15,467.66,80,,40,233.83,United Kingdom,198,0,medium,regular,Rare
14030.0,2011-11-21 16:48:00,22,594,8145.59,720,,32,370.2540909090909,United Kingdom,4296,0,premium,regular,Frequent
14031.0,2011-12-02 17:13:00,55,283,26626.8,729,,13,691.3812727272727,United Kingdom,13957,0,premium,regular,Frequent
14032.0,2011-12-07 15:23:00,25,79,4786.07,723,,28,191.4428,United Kingdom,3879,0,premium,regular,Frequent
14033.0,2010-06-02 15:10:00,1,1,109.44,0,432.0,0,109.44,United Kingdom,576,1,low,None,Rare
14034.0,2011-11-17 14:02:00,4,82,512.02,135,,33,128.005,United Kingdom,315,0,medium,regular,Occasional
14035.0,2011-11-11 10:03:00,11,70,2852.47,583,,53,259.31545454545454,United Kingdom,1416,0,premium,frequent,Frequent
14036.0,2011-02-28 09:26:00,1,38,626.65,0,162.0,0,626.65,United Kingdom,268,1,medium,None,Rare
14037.0,2011-06-16 13:57:00,7,96,755.95,556,53.0,79,107.99285714285713,United Kingdom,563,1,medium,frequent,Regular
14038.0,2011-09-22 13:37:00,8,99,3000.93,595,,74,375.11625,United Kingdom,1697,0,premium,frequent,Regular
14039.0,2011-11-06 13:48:00,2,10,267.28,542,,212,133.64,United Kingdom,192,0,low,frequent,Rare
14040.0,2011-10-30 12:42:00,42,336,12457.84,698,,16,296.61523809523806,United Kingdom,4994,0,premium,regular,Frequent
14041.0,2011-03-18 13:25:00,1,21,141.41,0,143.0,0,141.41,United Kingdom,94,1,low,None,Rare
14042.0,2009-12-14 15:07:00,1,21,431.98,0,602.0,0,431.98,United Kingdom,180,1,medium,None,Rare
14043.0,2010-08-05 18:18:00,3,37,301.3,238,368.0,79,100.43333333333332,United Kingdom,152,1,low,frequent,Occasional
14044.0,2011-11-13 12:05:00,11,533,3106.15,657,,59,282.3772727272727,United Kingdom,2125,0,premium,frequent,Frequent
14045.0,2011-08-22 15:27:00,19,16,9660.63,591,,31,508.45421052631576,United Kingdom,4249,0,premium,regular,Frequent
14046.0,2011-02-28 14:48:00,1,14,154.99,0,161.0,0,154.99,United Kingdom,460,1,low,None,Rare
14047.0,2011-12-01 11:43:00,19,91,4158.73,668,,35,218.88052631578947,United Kingdom,1634,0,premium,regular,Frequent
14048.0,2011-03-07 13:49:00,4,126,713.89,104,154.0,26,178.4725,United Kingdom,453,1,medium,regular,Occasional
14049.0,2011-11-23 12:20:00,18,575,13064.03,600,,33,725.7794444444445,United Kingdom,8554,0,premium,regular,Frequent
14050.0,2011-11-08 10:00:00,2,49,746.36,74,,37,373.18,United Kingdom,689,0,medium,regular,Rare
14051.0,2011-12-09 10:20:00,42,82,22104.5,735,,17,526.297619047619,United Kingdom,5891,0,premium,regular,Frequent
14052.0,2011-11-20 12:30:00,2,115,480.81,371,,185,240.405,United Kingdom,187,0,medium,frequent,Rare
14053.0,2011-08-07 14:27:00,4,3,572.3,362,1.0,90,143.075,United Kingdom,490,1,medium,frequent,Occasional
14054.0,2011-10-05 15:49:00,1,6,92.46,0,,0,92.46,United Kingdom,62,0,low,None,Rare
14055.0,2011-08-25 15:04:00,3,33,1520.96,616,,205,506.9866666666666,United Kingdom,720,0,high,frequent,Occasional
14056.0,2011-12-08 13:36:00,29,321,8124.4,282,,9,280.151724137931,United Kingdom,4232,0,premium,None,Frequent
14057.0,2011-11-16 10:32:00,23,244,8338.28,712,,30,362.5339130434783,United Kingdom,6317,0,premium,regular,Frequent
14058.0,2010-09-03 09:31:00,2,23,469.19,67,340.0,33,234.595,United Kingdom,211,1,medium,regular,Rare
14059.0,2011-03-18 10:06:00,1,8,183.6,0,144.0,0,183.6,United Kingdom,128,1,low,None,Rare
14060.0,2011-12-05 12:29:00,32,100,9503.14,634,,19,296.973125,United Kingdom,8105,0,premium,regular,Frequent
14061.0,2010-07-20 17:22:00,3,17,917.43,230,384.0,76,305.81,United Kingdom,133,1,high,frequent,Occasional
14062.0,2011-11-30 10:04:00,27,141,25434.83,719,,26,942.0307407407408,United Kingdom,12698,0,premium,regular,Frequent
14063.0,2010-10-05 11:52:00,13,30,-28.85,300,308.0,23,-21.703333333333333,United Kingdom,3846,1,low,regular,Frequent
14064.0,2011-11-10 13:14:00,21,131,3039.75,657,,31,144.75,United Kingdom,3448,0,premium,regular,Frequent
14065.0,2010-11-15 16:13:00,4,42,889.37,42,266.0,10,222.3425,United Kingdom,581,1,high,None,Occasional
14066.0,2011-03-18 12:21:00,1,7,152.55,0,144.0,0,152.55,United Kingdom,45,1,low,None,Rare
14067.0,2011-10-07 10:21:00,2,51,374.7,32,,16,187.35,United Kingdom,361,0,medium,regular,Rare
14068.0,2011-01-23 16:02:00,5,93,1504.97,357,197.0,71,300.994,United Kingdom,501,1,high,frequent,Regular
14069.0,2010-07-13 12:12:00,2,37,230.06,46,392.0,23,115.03,United Kingdom,59,1,low,regular,Rare
14070.0,2010-01-24 12:27:00,1,40,326.55,0,562.0,0,326.55,United Kingdom,86,1,medium,None,Rare
14071.0,2011-12-06 12:27:00,9,271,1307.41,261,,29,145.26777777777775,United Kingdom,900,0,high,regular,Frequent
14072.0,2010-02-11 12:31:00,1,19,390.85,0,544.0,0,390.85,United Kingdom,65,1,medium,None,Rare
14073.0,2011-11-18 16:14:00,2,13,139.54,11,,5,69.77,United Kingdom,128,0,low,None,Rare
14074.0,2010-03-26 13:55:00,1,6,219.4,0,500.0,0,219.4,United Kingdom,228,1,low,None,Rare
14075.0,2011-12-05 08:38:00,6,59,1734.87,536,,89,289.145,United Kingdom,1494,0,high,frequent,Regular
14076.0,2011-08-02 15:19:00,1,43,122.47,0,6.0,0,122.47,United Kingdom,81,1,low,None,Rare
14077.0,2011-10-30 12:35:00,6,43,615.08,354,,59,102.51333333333332,United Kingdom,376,0,medium,frequent,Regular
14078.0,2011-08-30 12:16:00,9,107,1692.63,519,,57,188.07,United Kingdom,618,0,high,frequent,Frequent
14079.0,2011-08-07 12:10:00,2,13,618.73,557,2.0,212,309.365,United Kingdom,302,1,medium,frequent,Rare
14080.0,2011-11-07 11:09:00,6,74,1075.73,704,,117,179.28833333333333,United Kingdom,267,0,high,frequent,Regular
14081.0,2011-03-17 14:24:00,16,467,5250.05,461,144.0,28,328.128125,United Kingdom,3692,1,premium,regular,Frequent
14082.0,2010-12-10 11:02:00,2,48,413.36,27,242.0,13,206.68,United Kingdom,246,1,medium,regular,Rare
14083.0,2011-12-05 13:14:00,11,169,1407.26,717,,65,127.93272727272728,United Kingdom,966,0,high,frequent,Frequent
14084.0,2010-07-15 14:36:00,1,7,150.5,0,389.0,0,150.5,United Kingdom,306,1,low,None,Rare
14085.0,2011-12-07 13:46:00,34,479,10092.22,729,,21,296.83,United Kingdom,6563,0,premium,regular,Frequent
14086.0,2010-09-03 10:52:00,1,1,39.95,0,340.0,0,39.95,United Kingdom,1,1,low,None,Rare
14087.0,2011-12-07 12:41:00,5,175,803.47,732,,146,160.694,United Kingdom,702,0,medium,frequent,Regular
14088.0,2011-11-29 16:16:00,20,437,26626.8,410,,20,1552.9375,United Kingdom,15179,0,premium,regular,Frequent
14089.0,2011-10-14 10:38:00,1,13,161.0,0,,0,161.0,United Kingdom,134,0,low,None,Rare
14090.0,2011-01-19 10:51:00,1,1,76.32,0,202.0,0,76.32,United Kingdom,72,1,low,None,Rare
14091.0,2010-02-23 15:17:00,2,13,9530.08,44,531.0,22,1552.9375,United Kingdom,3316,1,premium,regular,Rare
14092.0,2011-12-02 12:13:00,27,169,7209.74,715,,26,267.0274074074074,United Kingdom,3599,0,premium,regular,Frequent
14093.0,2011-11-27 16:27:00,1,95,442.85,0,,0,442.85,United Kingdom,406,0,medium,None,Rare
14094.0,2010-09-26 12:02:00,2,41,334.27,0,317.0,0,167.135,United Kingdom,176,1,medium,None,Rare
14095.0,2009-12-17 12:49:00,1,1,2.95,0,600.0,0,2.95,United Kingdom,1,1,low,None,Rare
14096.0,2011-12-05 17:17:00,34,1121,26626.8,97,,2,1552.9375,United Kingdom,16335,0,premium,None,Frequent
14097.0,2010-08-15 14:20:00,2,39,422.86,164,358.0,82,211.43,United Kingdom,352,1,medium,frequent,Rare
14098.0,2011-11-03 10:13:00,1,21,147.35,0,,0,147.35,United Kingdom,104,0,low,None,Rare
14099.0,2011-11-23 13:53:00,22,273,5700.51,713,,32,259.11409090909086,United Kingdom,3660,0,premium,regular,Frequent
14100.0,2011-07-25 11:01:00,1,24,194.9,0,15.0,0,194.9,United Kingdom,64,1,low,None,Rare
14101.0,2011-09-27 12:28:00,14,19,9942.13,547,,39,710.1521428571428,United Kingdom,10530,0,premium,regular,Frequent
14102.0,2011-12-04 15:38:00,8,35,1314.73,39,,4,164.34125,United Kingdom,938,0,high,None,Regular
14103.0,2010-02-12 14:58:00,1,1,0.0,0,542.0,0,0.0,United Kingdom,5,1,low,None,Rare
14104.0,2011-07-08 12:50:00,5,117,771.58,405,32.0,81,154.316,United Kingdom,509,1,medium,frequent,Regular
14105.0,2011-09-15 16:13:00,9,202,5703.98,635,,70,633.7755555555556,United Kingdom,3483,0,premium,frequent,Frequent
14106.0,2009-12-02 14:09:00,1,1,214.8,0,614.0,0,214.8,United Kingdom,24,1,low,None,Rare
14107.0,2011-10-19 12:12:00,13,102,4853.7,678,,52,373.3615384615385,United Kingdom,3481,0,premium,regular,Frequent
14108.0,2011-11-09 10:41:00,5,49,1041.21,707,,141,208.242,United Kingdom,672,0,high,frequent,Regular
14109.0,2011-11-16 13:51:00,2,9,80.2,49,,24,40.1,United Kingdom,56,0,low,regular,Rare
14110.0,2011-12-06 12:26:00,35,178,12957.6,735,,21,370.2171428571429,United Kingdom,5825,0,premium,regular,Frequent
14111.0,2011-11-25 13:44:00,5,10,688.6,227,,45,137.72,United Kingdom,457,0,medium,regular,Regular
14112.0,2011-11-17 12:30:00,27,199,5524.51,699,,25,204.6114814814815,United Kingdom,3422,0,premium,regular,Frequent
14113.0,2011-12-06 12:18:00,31,79,6156.75,729,,23,198.6048387096774,United Kingdom,3092,0,premium,regular,Frequent
14114.0,2011-03-11 09:42:00,7,72,1364.09,332,151.0,47,194.87,United Kingdom,650,1,high,regular,Regular
14115.0,2010-07-26 12:36:00,2,22,622.67,165,379.0,82,311.335,United Kingdom,509,1,medium,frequent,Rare
14116.0,2011-11-20 10:29:00,5,61,1382.74,101,,20,276.548,United Kingdom,707,0,high,regular,Regular
14117.0,2011-07-19 09:49:00,1,3,90.0,0,21.0,0,90.0,United Kingdom,72,1,low,None,Rare
14118.0,2010-10-07 11:59:00,1,15,458.45,0,306.0,0,458.45,United Kingdom,97,1,medium,None,Rare
14119.0,2010-12-20 13:58:00,3,11,163.47,363,231.0,121,54.49,United Kingdom,175,1,low,frequent,Occasional
14120.0,2010-10-05 19:12:00,1,1,-23.8,0,307.0,0,-21.703333333333333,United Kingdom,-4,1,low,None,Rare
14121.0,2011-12-06 12:19:00,6,148,2740.3,56,,9,456.71666666666664,United Kingdom,2078,0,premium,None,Regular
14122.0,2010-11-10 09:38:00,5,12,309.77,342,272.0,68,61.954,United Kingdom,95,1,low,frequent,Regular
14123.0,2009-12-06 15:35:00,1,24,436.18,0,610.0,0,436.18,United Kingdom,234,1,medium,None,Rare
14124.0,2011-09-16 13:32:00,1,4,419.58,0,,0,419.58,United Kingdom,1618,0,medium,None,Rare
14125.0,2011-11-29 12:47:00,3,159,2740.43,67,,22,913.4766666666666,United Kingdom,1640,0,premium,regular,Occasional
14126.0,2011-12-02 11:45:00,5,37,1109.96,436,,87,221.992,United Kingdom,837,0,high,frequent,Regular
14127.0,2011-08-09 10:49:00,6,96,1900.08,302,0.0,50,316.68,United Kingdom,828,1,high,regular,Regular
14128.0,2011-10-10 12:00:00,4,50,909.36,490,,122,227.34,United Kingdom,811,0,high,frequent,Occasional
14129.0,2011-12-08 11:02:00,9,40,2591.34,577,,64,287.9266666666666,United Kingdom,1414,0,premium,frequent,Frequent
14130.0,2011-01-24 16:05:00,4,189,1882.67,408,196.0,102,470.6675,United Kingdom,1239,1,high,frequent,Occasional
